rating,snippet,likes,rating_label,cleaned_snippet,review
5.0,"Seen this game for a while, but never tried it. Finally playing this. As a gamer who is very fond of open world rpg games, This game is truly the best open world experience for me on mobile devices. Game looks too damn beautiful, they really did a great job on this one which made me very impressed. Definitely recommended to everyone who hasn't played it yet. Not giving it a try means you are really missing something great. Thanks to everyone who worked hard to create this masterpiece.",1.0,positive,seen this game for a while but never tried it finally playing this as a gamer who is very fond of open world rpg games this game is truly the best open world experience for me on mobile devices game looks too damn beautiful they really did a great job on this one which made me very impressed definitely recommended to everyone who hasnt played it yet not giving it a try means you are really missing something great thanks to everyone who worked hard to create this masterpiece,
4.0,I love the game so far however I'd like a option to automatically clear the new character stuff but I like the gameplay tho the story is a bit competitive with requirements and without the missions theirs not alot of fun stuff that's non competitive to do I'm hoping u get more of that gacha currency for missions,0.0,positive,i love the game so far however id like a option to automatically clear the new character stuff but i like the gameplay tho the story is a bit competitive with requirements and without the missions theirs not alot of fun stuff thats non competitive to do im hoping u get more of that gacha currency for missions,
5.0,"I love the game so very much. But I'm afraid about those hackers that can ruin accounts. I really wanna suggest that once we obtain a 5 star weapons, we player could've able to use that weapon to use for upgrading other weapons or yet we can't dispose it. Because even though hackers may give the accounts back, they'll still ruin the accounts",0.0,positive,i love the game so very much but im afraid about those hackers that can ruin accounts i really wanna suggest that once we obtain a star weapons we player couldve able to use that weapon to use for upgrading other weapons or yet we cant dispose it because even though hackers may give the accounts back theyll still ruin the accounts,
5.0,"It's been a 3y i play this game everything it's good but this game isn't for low end device so don't try to install on low ram devices it's might harmful for your device anyway i like art style , explore the open world , collect charecter, story quest etc there many way to having fun",0.0,positive,its been a y i play this game everything its good but this game isnt for low end device so dont try to install on low ram devices its might harmful for your device anyway i like art style explore the open world collect charecter story quest etc there many way to having fun,
2.0,"Eversince the new update ive been getting too frequent crashes recently on Samsung A12 (4gb ram) Like any sudden movements, fighting enemies and other things made it freeze then crash and also freeze frames in random seconds even if the character isnt moving including just opening up the menu I already lowered my graphics and experiment it and none of it is suitable.",5.0,negative,eversince the new update ive been getting too frequent crashes recently on samsung a gb ram like any sudden movements fighting enemies and other things made it freeze then crash and also freeze frames in random seconds even if the character isnt moving including just opening up the menu i already lowered my graphics and experiment it and none of it is suitable,
2.0,"The game story wise is good , but Too boring for old player there nothing to do abyss is easy, that new end game mode its also ok , I have completed all the quest and now I have nothing to do, my daily routine now is just open the game do the boring commissions, use resin and close the game gonna uninstall it soon",3.0,negative,the game story wise is good but too boring for old player there nothing to do abyss is easy that new end game mode its also ok i have completed all the quest and now i have nothing to do my daily routine now is just open the game do the boring commissions use resin and close the game gonna uninstall it soon,
2.0,"I want you to add a controller for this game, you are one separate company with apple product why would you not provide an android controller, most of the players are playing with android, you can calculate the ratio through download platforms. It is hardly difficult. You had ps4 to be compatibility yet can't do with android. You first launch in android but never had any controller to be the first one.",0.0,negative,i want you to add a controller for this game you are one separate company with apple product why would you not provide an android controller most of the players are playing with android you can calculate the ratio through download platforms it is hardly difficult you had ps to be compatibility yet cant do with android you first launch in android but never had any controller to be the first one,
1.0,"Still no skip button, which is just absurd at this point, and all these characters do is talk talk talk, sometimes it's interesting, sometimes it takes up too much time and can be said in way more shorter sentences. This game just really gets on my nerves sometimes.",36.0,negative,still no skip button which is just absurd at this point and all these characters do is talk talk talk sometimes its interesting sometimes it takes up too much time and can be said in way more shorter sentences this game just really gets on my nerves sometimes,
5.0,"I just always find myself coming back to the game. I've been playing around 2020, so Im a pretty veteran player. I love story line and combat. Though I do wish that hoyo would be more diverse when it comes to the skin color of the characters.",0.0,positive,i just always find myself coming back to the game ive been playing around so im a pretty veteran player i love story line and combat though i do wish that hoyo would be more diverse when it comes to the skin color of the characters,
2.0,"It's awesome! Don't mind the low in game rewards or the odd fandom. There is one huge problem that includes co - op and the teapot realm.I am currently using a phone,and when I build in my teapot,I press save afterwards.Then,it says for me to wait.To wait for the furniture to load in.EXCEPT..IT NEVER GOES AWAY!Which doesn't allow other travelers to visit my sweet,hard worked, mini games that I put in my realm.I waited for hours,and actually my wifi and the weather is completely fine!",0.0,negative,its awesome dont mind the low in game rewards or the odd fandom there is one huge problem that includes co op and the teapot realmi am currently using a phoneand when i build in my teapoti press save afterwardsthenit says for me to waitto wait for the furniture to load inexceptit never goes awaywhich doesnt allow other travelers to visit my sweethard worked mini games that i put in my realmi waited for hoursand actually my wifi and the weather is completely fine,
4.0,"My one gripe is the actual lack of skins for the surplus of characters. It just feels kind of lazy honestly, they release like one or two in an entire year unless its a major event like the lantern rite. Doesn't help that using mods for skins will end up getting you banned, so you're restricted to their like 15 skins compared to the total number of 79 characters. And usually they're for the most irrelevant characters like...",3.0,positive,my one gripe is the actual lack of skins for the surplus of characters it just feels kind of lazy honestly they release like one or two in an entire year unless its a major event like the lantern rite doesnt help that using mods for skins will end up getting you banned so youre restricted to their like skins compared to the total number of characters and usually theyre for the most irrelevant characters like,
3.0,"I really love the game, the story and everything but there's one thing I'm disappointed, the story of Birthday of nahida, some characters don't have a voice when they speak so i need to read what they're talking to and it's disappointing because some characters have a voice and the other have not. So when they have conversation, it's kinda annoying. Please fixed these immediately so i can appreciate the story of these game more.",2.0,positive,i really love the game the story and everything but theres one thing im disappointed the story of birthday of nahida some characters dont have a voice when they speak so i need to read what theyre talking to and its disappointing because some characters have a voice and the other have not so when they have conversation its kinda annoying please fixed these immediately so i can appreciate the story of these game more,
1.0,Thanks for fixing the game buut every time I go somewhere there's a quest and when you have too many you can't play the real story can you please add like a button so that you don't need to do the other quests also when you try to buy some things with your card it doesn't work even if it does it doesn't give you the things you brought,7.0,negative,thanks for fixing the game buut every time i go somewhere theres a quest and when you have too many you cant play the real story can you please add like a button so that you dont need to do the other quests also when you try to buy some things with your card it doesnt work even if it does it doesnt give you the things you brought,
5.0,"Wow... this is great game. I played this game almost a year and I am still enjoying it. If you like open world and free game, this is the game for you. I played 6 month free then I buy only $5 monthly welkin. I wish I bought it sooner since most cost effective deal. I think mihoyo should allow new users able to buy 2 or 3 month previous month welkin, when making first purchase. I thought it was Korean game because voice actor were so good. If you like open world game, this game is worth to try.",0.0,positive,wow this is great game i played this game almost a year and i am still enjoying it if you like open world and free game this is the game for you i played month free then i buy only monthly welkin i wish i bought it sooner since most cost effective deal i think mihoyo should allow new users able to buy or month previous month welkin when making first purchase i thought it was korean game because voice actor were so good if you like open world game this game is worth to try,
3.0,The game itself is very good but it lacks i control we do not have full control overy our character because it is deficult to execute proper combo sometimes we miss click etc. we hope you'll add controller support to android and ios too So that we can have a better experience handling character,0.0,positive,the game itself is very good but it lacks i control we do not have full control overy our character because it is deficult to execute proper combo sometimes we miss click etc we hope youll add controller support to android and ios too so that we can have a better experience handling character,
2.0,"When I did the update of the game, I lost my account, and now im not able to log in. It's been 2 weeks since I updated the game, and i'm still trying to get in, and when I send an email to Genshin, no one responds to me. I have been playing for 2 years and had 3k dollars on the account, and now everything is gone, I recommend you 1. Don't buy anything on the game, and 2. Don't waste your time here",2.0,negative,when i did the update of the game i lost my account and now im not able to log in its been weeks since i updated the game and im still trying to get in and when i send an email to genshin no one responds to me i have been playing for years and had k dollars on the account and now everything is gone i recommend you dont buy anything on the game and dont waste your time here,
5.0,"Worth it! 👍 Update: so I played this on my potato phone for long, from mondstadt to Fontaine and worked total fine, and it still does exspect natlan it crash soo much just entering their it carshs but still play the other religions smooth ,natlan is demanding. Am just stack until I get some expensive medium to play",0.0,positive,worth it update so i played this on my potato phone for long from mondstadt to fontaine and worked total fine and it still does exspect natlan it crash soo much just entering their it carshs but still play the other religions smooth natlan is demanding am just stack until i get some expensive medium to play,
4.0,"I believe there should be better rewards, and if possible, please consider reducing the pity rate from 90 to around 70 for free-to-play players. As a fan of Eula, it feels like a long wait to get her. Since I was playing from the beginning overall best game 🙂",1.0,positive,i believe there should be better rewards and if possible please consider reducing the pity rate from to around for freetoplay players as a fan of eula it feels like a long wait to get her since i was playing from the beginning overall best game,
5.0,"This game pretty good all place, characters and quests are interesting I won't quit the game but this bug is so weird I only play genshin impact for 2 day all are normal before but after I do some quests and I start know all npcs and characters voice line is missing so can you fix this bug pls I really love genshin impact",0.0,positive,this game pretty good all place characters and quests are interesting i wont quit the game but this bug is so weird i only play genshin impact for day all are normal before but after i do some quests and i start know all npcs and characters voice line is missing so can you fix this bug pls i really love genshin impact,
3.0,"Even though game is nice with good graphics but the fact it needed almost 28GB data to play is insane i am amazed to see this much data for a mobile game i have had played many android games like asphalt 8,9, gangstar vegas and what not but this game ask for extreme data download requirements.",1.0,positive,even though game is nice with good graphics but the fact it needed almost gb data to play is insane i am amazed to see this much data for a mobile game i have had played many android games like asphalt gangstar vegas and what not but this game ask for extreme data download requirements,
2.0,"I've been playing for 4 years and to give this a 2 star after all this time is SOOOOO disappointing. Hours of gameplay, event achievements, gone out of nowhere. Until I get my progress back I can't give the five star rating I wanted to give 😭",1.0,negative,ive been playing for years and to give this a star after all this time is sooooo disappointing hours of gameplay event achievements gone out of nowhere until i get my progress back i cant give the five star rating i wanted to give,
3.0,I have been playing this for a while now and this problem always happens! (problem: the game takes so much space and sometime it kicks me out of the app for no reason!) tho i admit the graphics and the plot and story is good so its still a pretty good game considering it was also laggy.,1.0,positive,i have been playing this for a while now and this problem always happens problem the game takes so much space and sometime it kicks me out of the app for no reason tho i admit the graphics and the plot and story is good so its still a pretty good game considering it was also laggy,
5.0,"5.0 Update: GI offers an incredible open-world, and the recent story has been strong as well. The dailies system has been improved to reward engagement with quests, while also making it easier to use resin and get rewarded. The game's biggest flaws continue to be a painfully slow character building process, and story pacing that prevents fast readers (or those bored with events) to get through content quickly. With a dialogue skip, and some more QoL, I think GI can continue to be a great title.",5.0,positive,update gi offers an incredible openworld and the recent story has been strong as well the dailies system has been improved to reward engagement with quests while also making it easier to use resin and get rewarded the games biggest flaws continue to be a painfully slow character building process and story pacing that prevents fast readers or those bored with events to get through content quickly with a dialogue skip and some more qol i think gi can continue to be a great title,
5.0,"It is the best game i played in my phone ever. It worth every bit of storage it takes in my phone. It has good story, graphics, quest, characters. For those who are thinking about downloading this game i have only one thing to say you will not regret downloading this game. It may take sometime for get good characters but once you get some standard characters your gaming experience will be at top notch.",1.0,positive,it is the best game i played in my phone ever it worth every bit of storage it takes in my phone it has good story graphics quest characters for those who are thinking about downloading this game i have only one thing to say you will not regret downloading this game it may take sometime for get good characters but once you get some standard characters your gaming experience will be at top notch,
3.0,"It's ok, it got a bit better since 5.0 released, we shall see if the quality will improve. The quality is not great, especially with so many competitors on the market. Content feels stale, we need more endgame activities, or weekly rewards that would allow us more chances to get our favourite characters, like certain weekly exploration / abyss activities of some sorts, like Hoyo did for the other games it owns.",3.0,positive,its ok it got a bit better since released we shall see if the quality will improve the quality is not great especially with so many competitors on the market content feels stale we need more endgame activities or weekly rewards that would allow us more chances to get our favourite characters like certain weekly exploration abyss activities of some sorts like hoyo did for the other games it owns,
5.0,"I don't understand why people hate on this game, I've been playing this game since patch 2.2. that's some time in 2022, but I suppose it's more of people following others like sheep, this game is really nice if you give it a chance. I've been playing for so long and they improve every update, they listen to the fandom most of the time, and as for the game itself, there's so much to do, if you like exploration, coop, main stories, they even have cooking and visual novels.",0.0,positive,i dont understand why people hate on this game ive been playing this game since patch thats some time in but i suppose its more of people following others like sheep this game is really nice if you give it a chance ive been playing for so long and they improve every update they listen to the fandom most of the time and as for the game itself theres so much to do if you like exploration coop main stories they even have cooking and visual novels,
4.0,I have been playing this game since the beginning and I can say that it's one of the best I've ever played. The story and characters are really good. Also the combat is super fun. This game can be quite exhausting though because you have to spend hours saving up currency for characters. Wish there was more rewards,5.0,positive,i have been playing this game since the beginning and i can say that its one of the best ive ever played the story and characters are really good also the combat is super fun this game can be quite exhausting though because you have to spend hours saving up currency for characters wish there was more rewards,
5.0,I noticed a lot of 1 star review's and decided to up my 4 star. I think the game is great and if I am getting bored I simply take breaks. I really like the story and the world of the game. Music is unreal. I am a casual player. I appreciate that getting stuff sometimes is hard. Anyway thanks for making this game.,4.0,positive,i noticed a lot of star reviews and decided to up my star i think the game is great and if i am getting bored i simply take breaks i really like the story and the world of the game music is unreal i am a casual player i appreciate that getting stuff sometimes is hard anyway thanks for making this game,
5.0,"I had a blast playing Genshin. From the gorgeous graphics and enticing storyline, I love every aspect of this game. If I were to give one suggest though, it would be a skip dialogue button since I have all the story memorized at this point. I highly recommend this game to casual and hardcore gamers and I also recommend other games by the same gam creator like honkai star rail which are both extremely fun and entertaining games.",1.0,positive,i had a blast playing genshin from the gorgeous graphics and enticing storyline i love every aspect of this game if i were to give one suggest though it would be a skip dialogue button since i have all the story memorized at this point i highly recommend this game to casual and hardcore gamers and i also recommend other games by the same gam creator like honkai star rail which are both extremely fun and entertaining games,
5.0,I love the game and all the fun stories and quests you get and I love the game's scenery and all the characters and everything in it although there are small issues such as lagging for mobile users but it's understandable and this is the best game I've ever played! It deserves a 5 star rating since it also helps people understand some things that can be used in real life and I recommend playing it!,2.0,positive,i love the game and all the fun stories and quests you get and i love the games scenery and all the characters and everything in it although there are small issues such as lagging for mobile users but its understandable and this is the best game ive ever played it deserves a star rating since it also helps people understand some things that can be used in real life and i recommend playing it,
1.0,"There's a insane amount of boring dialogues you can't skip. add a skip button, seriously. the literal amount of gameplay is around 20 mins, and then the dialogues take more than 40 mins. you have to listen to all that boring talk and just tap on the screen for your life to skip dialogues. add a skip button",32.0,negative,theres a insane amount of boring dialogues you cant skip add a skip button seriously the literal amount of gameplay is around mins and then the dialogues take more than mins you have to listen to all that boring talk and just tap on the screen for your life to skip dialogues add a skip button,
5.0,"Finally, Hoyo is starting to listen to it's players. Quite a lot of QOL changes made so that you can focus more on having fun and spend less time on repetitive nonsense like dailies. They even made Abyss runs shorter. They could afford to be more generous with their freebies considering how much this game is making though. Even so, they deserves 5-stars for how fun Natlan is so far. Keep it up with the QOL changes and don't screw things up now...",0.0,positive,finally hoyo is starting to listen to its players quite a lot of qol changes made so that you can focus more on having fun and spend less time on repetitive nonsense like dailies they even made abyss runs shorter they could afford to be more generous with their freebies considering how much this game is making though even so they deserves stars for how fun natlan is so far keep it up with the qol changes and dont screw things up now,
5.0,"Even tho I play on my 4yrs old budget phone, this game is beautiful, and now's that the loading is kinda faster now with the new 5.1 updates, I loved all changes but suddenly the app got crashes in little times, I tried reinstalling yet it results same. So can you also focus on low end devices like giving the opt to change the rendering distance or smth like that?",0.0,positive,even tho i play on my yrs old budget phone this game is beautiful and nows that the loading is kinda faster now with the new updates i loved all changes but suddenly the app got crashes in little times i tried reinstalling yet it results same so can you also focus on low end devices like giving the opt to change the rendering distance or smth like that,
4.0,"This game is pretty good. Although it has some downsides. It's a very big game and take a while to load. It's also very hard as a f2p player to get the currency in game. However, the game is beautiful and has a really interesting and deep plot. I just wish that it was a little easier. Overall 4/5.",0.0,positive,this game is pretty good although it has some downsides its a very big game and take a while to load its also very hard as a fp player to get the currency in game however the game is beautiful and has a really interesting and deep plot i just wish that it was a little easier overall,
4.0,"Easy 4/5, The stories, characters and puzzles are sooo good. The only thing that I hate is the lack of free rewards, not to compare it to the other games, but the game feels soo dry at first, as a lazy player like me, I am forced to grind just to get the characters that I want. The community is also good, but some players are so toxic.",0.0,positive,easy the stories characters and puzzles are sooo good the only thing that i hate is the lack of free rewards not to compare it to the other games but the game feels soo dry at first as a lazy player like me i am forced to grind just to get the characters that i want the community is also good but some players are so toxic,
1.0,"Update Oct: Cant use google points on PC or to purchase battle pass...over it. Update: Saved 56 wishes over several weeks and still didnt get the banner character. The game overall is fun but limited. You cannot grind for characters and wishes are expensive, but that is the limitation of a gatcha game and probably why my friends and I end up not playing for long periods of time. Original: Like it but it's VERY needy and has NO controller support for Droid users.",54.0,negative,update oct cant use google points on pc or to purchase battle passover it update saved wishes over several weeks and still didnt get the banner character the game overall is fun but limited you cannot grind for characters and wishes are expensive but that is the limitation of a gatcha game and probably why my friends and i end up not playing for long periods of time original like it but its very needy and has no controller support for droid users,
5.0,"Dear hoyoverse, I really enjoyed your game. It's so fun and have a lot of puzzle to deal with! Not to mention the bosses and enemy! I also love the characters and their stories! But I really hope that you will put mic party so we can talk and not just texting with our friends. It will be more fun if we can just speak with our friends in game",2.0,positive,dear hoyoverse i really enjoyed your game its so fun and have a lot of puzzle to deal with not to mention the bosses and enemy i also love the characters and their stories but i really hope that you will put mic party so we can talk and not just texting with our friends it will be more fun if we can just speak with our friends in game,
4.0,I have played this game since release on multiple devices and I have edited this game multiple times this game has amazing open world amazing characters but the black characters don't have any skin color and they are mostly just a lighter tone then the NPCs but yes this game is very good but please fix the characters who actually need Melanin,0.0,positive,i have played this game since release on multiple devices and i have edited this game multiple times this game has amazing open world amazing characters but the black characters dont have any skin color and they are mostly just a lighter tone then the npcs but yes this game is very good but please fix the characters who actually need melanin,
5.0,"this is my first time to he addicted to a game like this. Everything is PERFEEECT the quality of the game ,the characters ,the music, the view, the quests, the world , the animation literally AWESOME!!!!! HIGHLY HIGHLY RECOMMEND THIS GAME :D",0.0,positive,this is my first time to he addicted to a game like this everything is perfeeect the quality of the game the characters the music the view the quests the world the animation literally awesome highly highly recommend this game d,
4.0,"Had a bad experience before on my old phone but on my z fold it's amazing, usually play on pc but have it on my phone as well, just wish the file on my phone allowed it to change the controlls so i can use my wireless keyboard and mouse i have used on my fold for fun be accepted as controls which it currently doesnt even recognize as available controls only on this game for some reason as i tried some other racing games and all WASD controls works on them but just not on this.",3.0,positive,had a bad experience before on my old phone but on my z fold its amazing usually play on pc but have it on my phone as well just wish the file on my phone allowed it to change the controlls so i can use my wireless keyboard and mouse i have used on my fold for fun be accepted as controls which it currently doesnt even recognize as available controls only on this game for some reason as i tried some other racing games and all wasd controls works on them but just not on this,
5.0,"Bro's I can't tell you how much I like this game this is best I had ever played this graphics, story, everything is better but people say it's took too much storage but the developer solve this problem you can delete your old done quest it's very helpful for low end device",0.0,positive,bros i cant tell you how much i like this game this is best i had ever played this graphics story everything is better but people say its took too much storage but the developer solve this problem you can delete your old done quest its very helpful for low end device,
4.0,"If you want to become the worlds most popular No.1 Game. Just add player vs player function. Nobody wants to kill beast/monsters bcz its boring to fight againts monster. with this game animation and fighting system, if u just add player vs player function, Boom!! You are the top 1 game in few weeks. Every one wants a fair fight, and thats possible when fighting againts real players. Please add this function, no meed to change anything, just enable PvP in game. so players can fight each other",0.0,positive,if you want to become the worlds most popular no game just add player vs player function nobody wants to kill beastmonsters bcz its boring to fight againts monster with this game animation and fighting system if u just add player vs player function boom you are the top game in few weeks every one wants a fair fight and thats possible when fighting againts real players please add this function no meed to change anything just enable pvp in game so players can fight each other,
4.0,"It has very good graphic experience👍 and every task is interesting and excellent💫 but I don't know that is it my phone problem or game problem but it's my new phone and have very large storage space , after a week now when I open the game it doesn't open, it shows that the game has bug ,please🙏 check with that but other things are awesome 😀",12.0,positive,it has very good graphic experience and every task is interesting and excellent but i dont know that is it my phone problem or game problem but its my new phone and have very large storage space after a week now when i open the game it doesnt open it shows that the game has bug please check with that but other things are awesome,
2.0,"it's a fun game and all, but takes up WAY to much storage. sometimes it would be nice to skip through dialogue. other than that, i dont have much of a problem? i mean, it would be nice to get more primogems easier. but thats it.",1.0,negative,its a fun game and all but takes up way to much storage sometimes it would be nice to skip through dialogue other than that i dont have much of a problem i mean it would be nice to get more primogems easier but thats it,
2.0,New rewards for doing story quests with long dialouge options. The character story quests don't even have the character as the main but some random NPC. It just a waste of 2 hours for side quests that don't even feature the banner unit but some no name basic NPC. Now rewards are being given out for exploration and story quests but the amount of drivel aside from the archon quest is way too much. If you alt tab they have random one option dialouge to force you to input something. Its infuriating.,8.0,negative,new rewards for doing story quests with long dialouge options the character story quests dont even have the character as the main but some random npc it just a waste of hours for side quests that dont even feature the banner unit but some no name basic npc now rewards are being given out for exploration and story quests but the amount of drivel aside from the archon quest is way too much if you alt tab they have random one option dialouge to force you to input something its infuriating,
5.0,I honestly used to hate the game because of the cringe players and stuff. Its not bad at all actualy. It has so many quests and stuff and it's just keeping you motivated to play more I literaly got to rank 9 în one day and discoverd like 3 parts of the map😂,0.0,positive,i honestly used to hate the game because of the cringe players and stuff its not bad at all actualy it has so many quests and stuff and its just keeping you motivated to play more i literaly got to rank n one day and discoverd like parts of the map,
5.0,"Genshin Impact has completely redefined what I expect from an open-world RPG. The stunning visuals, paired with an expansive world full of life, make every moment in the game feel like a work of art. The character designs are gorgeous, and each one feels unique, both in personality and combat style, offering endless possibilities for team composition.",14.0,positive,genshin impact has completely redefined what i expect from an openworld rpg the stunning visuals paired with an expansive world full of life make every moment in the game feel like a work of art the character designs are gorgeous and each one feels unique both in personality and combat style offering endless possibilities for team composition,
5.0,"5/4/22: Very nice game. I bought welkin this week for my Hu Tao funds. When I first saw the game I thought the graphics was just fake but this game truly amazed me, the music, the characters, the scenery. Thank you for this wonderful game MiHoYo/ Hoyoverse this truly made life better. 10/20/24: So happy with the Natlan update, and I can't believe I've been playing this game for more than 2 years. Genshin truly made my life better.",1.0,positive,very nice game i bought welkin this week for my hu tao funds when i first saw the game i thought the graphics was just fake but this game truly amazed me the music the characters the scenery thank you for this wonderful game mihoyo hoyoverse this truly made life better so happy with the natlan update and i cant believe ive been playing this game for more than years genshin truly made my life better,
5.0,Im waiting forever to start.... too long for update omg..... too long conversations.. sooo stupid and some of the enemy impossible to defeat.... and why the screen is unstable.. specially in compat bcz of the camera ancles unstable.. its really difficult to compat.. this game is soooo f...king stressfull.... waste of time...,1.0,positive,im waiting forever to start too long for update omg too long conversations sooo stupid and some of the enemy impossible to defeat and why the screen is unstable specially in compat bcz of the camera ancles unstable its really difficult to compat this game is soooo fking stressfull waste of time,
4.0,"3.5 stars if I can,just because of some bugs accuring here and there and the other world quests that pops up bringing in near impossible puzzles to solve right when you just started when you want to clear up your quest list like an organized person like me, also another thing is I already had chapter V (Natlan) archon quest while being in chapter l (Liyue) , so when I reached chapter IV (Fontaine) the dock was occupied with the quest for natlan, had to say goodbye to fontaine before entering it",0.0,positive,stars if i canjust because of some bugs accuring here and there and the other world quests that pops up bringing in near impossible puzzles to solve right when you just started when you want to clear up your quest list like an organized person like me also another thing is i already had chapter v natlan archon quest while being in chapter l liyue so when i reached chapter iv fontaine the dock was occupied with the quest for natlan had to say goodbye to fontaine before entering it,
4.0,"I've been playing genshin for over 2 years (on my laptop) and I've never had a problem but recently I got a new phone and since I hv an alt acc in the Europe server, I tend to switch between my accounts. So, whenever I switch to my Europe server I always need to download some extra resources. And if I don't download it on my Europe server it automatically downloads in my Asia server (my main acc) even if there is nothing to be downloaded. There's no new quests waiting to be downloaded still..",0.0,positive,ive been playing genshin for over years on my laptop and ive never had a problem but recently i got a new phone and since i hv an alt acc in the europe server i tend to switch between my accounts so whenever i switch to my europe server i always need to download some extra resources and if i dont download it on my europe server it automatically downloads in my asia server my main acc even if there is nothing to be downloaded theres no new quests waiting to be downloaded still,
1.0,I like the game but the graphics is so laggy and the chances of getting a 5 star charcater is very low yet We begginers or pkayers always spend primogems so those but in the end we did all is waste.......and i also suggest that to increase the amount of character drop and Release a 6 star character...thats all,0.0,negative,i like the game but the graphics is so laggy and the chances of getting a star charcater is very low yet we begginers or pkayers always spend primogems so those but in the end we did all is wasteand i also suggest that to increase the amount of character drop and release a star characterthats all,
3.0,"OMG...nice game....great animations..amazing characters..leisurely nature sound...like omg it's saurrrrr gooood But suddenly today at 24th october genshin impact stopped saying that ""Genshin Impact closed because this app has a bug"" ""Try updating this app after its developer provides a fix for this error"" Please, if theres anything to fix..do it asap since it's nahida's bday and the quest i have to complete it and other quests pleaseeee fix it asap great game tbh i'm giving 3star for the error.",1.0,positive,omgnice gamegreat animationsamazing charactersleisurely nature soundlike omg its saurrrrr gooood but suddenly today at th october genshin impact stopped saying that genshin impact closed because this app has a bug try updating this app after its developer provides a fix for this error please if theres anything to fixdo it asap since its nahidas bday and the quest i have to complete it and other quests pleaseeee fix it asap great game tbh im giving star for the error,
3.0,Right now all of the most up to date gameplay has no voice characters dialog from being to lazy to add it. Even though this company makes billions off of us and they can't even deliver voice lines..I would still recommend the game it's beautiful and a ton of content to get through. But it definitely seems like they are caring a little less about the game,2.0,positive,right now all of the most up to date gameplay has no voice characters dialog from being to lazy to add it even though this company makes billions off of us and they cant even deliver voice linesi would still recommend the game its beautiful and a ton of content to get through but it definitely seems like they are caring a little less about the game,
5.0,"I love the game! The Character designs are BEAUTIFUL, the story is AMAZING, and the world is STUNNING! They only issues are it doesn't run well on mobile and takes to much space. Other that that amazing game!",3.0,positive,i love the game the character designs are beautiful the story is amazing and the world is stunning they only issues are it doesnt run well on mobile and takes to much space other that that amazing game,
5.0,"I've been playing this game for a year and my experiences as a player is going so well, the gameplay is good, easy to understand and the Elemental reactions are also easy to remember and accommodate. Storyline and plot is good and characters are very pretty and well written, I love that there are details that few people knows about. I experienced some glitches but it was fixed over time. Overall I highly recommend this game, it's really fun and great for time passing when you're bored.",360.0,positive,ive been playing this game for a year and my experiences as a player is going so well the gameplay is good easy to understand and the elemental reactions are also easy to remember and accommodate storyline and plot is good and characters are very pretty and well written i love that there are details that few people knows about i experienced some glitches but it was fixed over time overall i highly recommend this game its really fun and great for time passing when youre bored,
4.0,"It's the first ever Anime inspired game which I've played, and it's been fine. But they don't really care about you as an individual. You can get a few wishes if you're free to play, but unless you open every chest and do every quest you end up with, basically nothing. And while the character designs are nice, there isn't much diversity, especially in skin tones. You're better off paying, but that can be expensive, and I can't really afford it.Then I feel sad about not getting characters I like.",5.0,positive,its the first ever anime inspired game which ive played and its been fine but they dont really care about you as an individual you can get a few wishes if youre free to play but unless you open every chest and do every quest you end up with basically nothing and while the character designs are nice there isnt much diversity especially in skin tones youre better off paying but that can be expensive and i cant really afford itthen i feel sad about not getting characters i like,
2.0,"A problem with a message coming up as insufficient storage. When I entered after loading the data, a message keeps popping up saying that. I have the storage but I already tried leaving and relogging in. Did not work",1.0,negative,a problem with a message coming up as insufficient storage when i entered after loading the data a message keeps popping up saying that i have the storage but i already tried leaving and relogging in did not work,
3.0,"I still don't understand why characters, in the latest Archon Quest and Birthday Celebration Anecdotes, are voiceless. It's just awkward and embarrassing to see Paimon being the only one having a voice all the time. I hope hoyoverse changes this in the future and not normalize this issue, which I'm sure other players aren't amused about.",2.0,positive,i still dont understand why characters in the latest archon quest and birthday celebration anecdotes are voiceless its just awkward and embarrassing to see paimon being the only one having a voice all the time i hope hoyoverse changes this in the future and not normalize this issue which im sure other players arent amused about,
5.0,"Could use some fixes to the artifact system RNG but overall the game is solid. The characters and story are fantastic, the music is life-changing, combat is varied and flexible, and exploration is fun. Plus it's gotten a ton of QoL improvements over the years that have made a great thing even better.",0.0,positive,could use some fixes to the artifact system rng but overall the game is solid the characters and story are fantastic the music is lifechanging combat is varied and flexible and exploration is fun plus its gotten a ton of qol improvements over the years that have made a great thing even better,
5.0,"This game is so good that I'm addicted to it you can explore, play with friends. There's a lot going on this game but I wish they add more features like edit the traveler looks I think that's make the game stand-up more",0.0,positive,this game is so good that im addicted to it you can explore play with friends theres a lot going on this game but i wish they add more features like edit the traveler looks i think thats make the game standup more,
5.0,"Amazing!!! I absolutely adore Genshin Impact! I started playing about 3 months ago and have been completely obsessed with it. The storyline, game play, graphics, characters, rewards, etc, are fantastic! In fact, I'm going to create a second account and replay the game from the beginning now that I actually know what to do. I wish this game could go on forever. I'm looking into playing other games that are similar, but nothing seems as good at Genshin. Thank you Hoyoverse for this gem!",1.0,positive,amazing i absolutely adore genshin impact i started playing about months ago and have been completely obsessed with it the storyline game play graphics characters rewards etc are fantastic in fact im going to create a second account and replay the game from the beginning now that i actually know what to do i wish this game could go on forever im looking into playing other games that are similar but nothing seems as good at genshin thank you hoyoverse for this gem,
